Forest,Managed.Status,Trout.Status,Year,Stream.Length.km,Beaver.Colonies,Colonies.per.km,Prop.Aspen,Prop.Mixed.Aspen,Prop.Hardwoods,Prop.Conifers,Prop.Shrubs,Prop.Open,Prop.Non.Forest,Prop.All.Aspen,Dev.30yr.Mean Max.May.0,Dev.30yr.Mean Max.May.1,Dev.30yr.Mean Max.May.2,Dev.30yr.Mean Max.May.3,Dev.30.yr.PRISM.winter.DM.zero.days.0,Dev.30.yr.PRISM.winter.DM.zero.days.1,Dev.30.yr.PRISM.winter.DM.zero.days.2,PDSI.May.0,PDSI.June.July.0,PDSI.Aug.Sept.0,PDSI.May.Sept.0,PDSI.Aug.Oct.0,PDSI.May.1,PDSI.June.July.1,Drought.June.July.1,PDSI.Aug.Sept.1,PDSI.May.Sept.1,PDSI.Aug.Oct.1,PDSI.May.2,PDSI.June.July.2,PDSI.Aug.Sept.2,PDSI.May.Sept.2,PDSI.Aug.Oct.2,PDSI.May.3,PDSI.June.July.3,PDSI.Aug.Sept.3,PDSI.May.Sept.3,PDSI.Aug.Oct.3,COOP.winter.DM.cum.snow.mm.0,COOP.winter.DM.cum.snow.mm.1,COOP.winter.DM.cum.snow.mm.2,Dev.30yr.COOP.winter.DM.cum.snow.mm.0,Dev.30yr.COOP.winter.DM.cum.snow.mm.1,Dev.30yr.COOP.winter.DM.cum.snow.mm.2
Nicolet,NonManaged,NonTrout,1988,285.7520052,47,0.164478286,0.151073576,0.024932542,0.255606706,0.29928477,0.089172824,0.133843832,0.046085751,0.176006118,4.41,2.12,2.38,1.87,9.16,-15.84,0.16,-2.26,-3.36,-3.39,-3.15,-3.28,-1.81,-2.61,0,-2.77,-2.51,-2.65,1.89,1.76,1.96,1.87,2.26,2.15,1.94,3.31,2.53,3.55,1446,891.33,1582,-126.96,-681.62,9.04
Nicolet,NonManaged,NonTrout,1989,285.7520052,64,0.223970432,0.151375665,0.025077418,0.255159741,0.29928477,0.089172824,0.133843832,0.046085751,0.176453083,0.31,4.41,2.12,2.38,15.16,9.16,-15.84,-1.35,-1.73,-2.87,-2.11,-2.88,-2.26,-3.36,1,-3.39,-3.15,-3.28,-1.81,-2.61,-2.77,-2.51,-2.65,1.89,1.76,1.96,1.87,2.26,1666.33,1446,891.33,93.38,-126.96,-681.62
Nicolet,NonManaged,NonTrout,1990,285.7520052,46,0.160978748,0.151375665,0.025077418,0.255159741,0.299127603,0.089172824,0.134000998,0.046085751,0.176453083,-1.7,0.31,4.41,2.12,6.16,15.16,9.16,0.89,2.24,2.6,2.11,2.69,-1.35,-1.73,0,-2.87,-2.11,-2.88,-2.26,-3.36,-3.39,-3.15,-3.28,-1.81,-2.61,-2.77,-2.51,-2.65,1229.67,1666.33,1446,-343.29,93.38,-126.96
Nicolet,NonManaged,NonTrout,1991,285.7520052,67,0.234469046,0.151301299,0.025077418,0.254875478,0.299414099,0.089262337,0.133983619,0.046085751,0.176378716,1.8,-1.7,0.31,4.41,8.16,6.16,15.16,2.93,2.59,2.09,2.46,2.33,0.89,2.24,0,2.6,2.11,2.69,-1.35,-1.73,-2.87,-2.11,-2.88,-2.26,-3.36,-3.39,-3.15,-3.28,1155,1229.67,1666.33,-417.96,-343.29,93.38
Nicolet,NonManaged,NonTrout,1992,285.7520052,64,0.223970432,0.151877382,0.024005994,0.255856281,0.298902065,0.089262337,0.134010192,0.046085751,0.175883376,1.64,1.8,-1.7,0.31,-1.84,8.16,6.16,2.73,1.71,1.87,1.98,1.88,2.93,2.59,0,2.09,2.46,2.33,0.89,2.24,2.6,2.11,2.69,-1.35,-1.73,-2.87,-2.11,-2.88,1306.33,1155,1229.67,-266.62,-417.96,-343.29
Nicolet,NonManaged,NonTrout,1993,285.7520052,71,0.248467198,0.151877382,0.024005994,0.255856281,0.298902065,0.089262337,0.134010192,0.046085751,0.175883376,-1.02,1.64,1.8,-1.7,8.16,-1.84,8.16,3.14,4.21,3.69,3.79,3.61,2.73,1.71,0,1.87,1.98,1.88,2.93,2.59,2.09,2.46,2.33,0.89,2.24,2.6,2.11,2.69,1065.33,1306.33,1155,-507.62,-266.62,-417.96
Nicolet,NonManaged,NonTrout,1994,285.7520052,52,0.181975976,0.152116382,0.025012761,0.254777807,0.29873477,0.089262337,0.134010192,0.046085751,0.177129143,1.25,-1.02,1.64,1.8,11.16,8.16,-1.84,-0.6,-0.24,0.87,0.13,1.04,3.14,4.21,0,3.69,3.79,3.61,2.73,1.71,1.87,1.98,1.88,2.93,2.59,2.09,2.46,2.33,1556.33,1065.33,1306.33,-16.62,-507.62,-266.62
Nicolet,NonManaged,NonTrout,1995,285.7520052,45,0.15747921,0.152327438,0.025012761,0.254777807,0.298523714,0.089262337,0.134010192,0.046085751,0.177340199,-0.77,1.25,-1.02,1.64,-5.84,11.16,8.16,0.49,-1.16,0.67,-0.1,1.03,-0.6,-0.24,0,0.87,0.13,1.04,3.14,4.21,3.69,3.79,3.61,2.73,1.71,1.87,1.98,1.88,1165.33,1556.33,1065.33,-407.62,-16.62,-507.62
Nicolet,NonManaged,NonTrout,1996,285.7520052,31,0.108485678,0.152259083,0.025012761,0.254777807,0.298592069,0.089262337,0.134010192,0.046085751,0.177271844,-2.31,-0.77,1.25,-1.02,23.16,-5.84,11.16,1.91,3.57,2.91,2.97,2.89,0.49,-1.16,0,0.67,-0.1,1.03,-0.6,-0.24,0.87,0.13,1.04,3.14,4.21,3.69,3.79,3.61,2277.33,1165.33,1556.33,704.38,-407.62,-16.62
Nicolet,NonManaged,NonTrout,1997,285.7520052,43,0.150480134,0.152614045,0.024657799,0.254777807,0.298592069,0.089262337,0.134010192,0.046085751,0.177271844,-4.63,-2.31,-0.77,1.25,-0.84,23.16,-5.84,0.33,0.16,0.79,0.44,0.82,1.91,3.57,0,2.91,2.97,2.89,0.49,-1.16,0.67,-0.1,1.03,-0.6,-0.24,0.87,0.13,1.04,2814.67,2277.33,1165.33,1241.71,704.38,-407.62
Nicolet,NonManaged,NonTrout,1998,285.7520052,19,0.066491222,0.153343977,0.024414541,0.254777807,0.298105396,0.089262337,0.134010192,0.046085751,0.177758517,4.4,-4.63,-2.31,-0.77,-24.84,-0.84,23.16,-1.17,-0.19,-1.6,-0.95,-1.72,0.33,0.16,0,0.79,0.44,0.82,1.91,3.57,2.91,2.97,2.89,0.49,-1.16,0.67,-0.1,1.03,1733.33,2814.67,2277.33,160.38,1241.71,704.38
Nicolet,NonManaged,NonTrout,1999,285.7520052,34,0.118984292,0.153343977,0.024414541,0.254777807,0.298105396,0.089262337,0.134010192,0.046085751,0.177758517,1.43,4.4,-4.63,-2.31,-2.84,-24.84,-0.84,0.46,1.68,-0.5,0.56,-0.73,-1.17,-0.19,0,-1.6,-0.95,-1.72,0.33,0.16,0.79,0.44,0.82,1.91,3.57,2.91,2.97,2.89,1840.67,1733.33,2814.67,267.71,160.38,1241.71
Nicolet,NonManaged,NonTrout,2000,285.7520052,27,0.094487526,0.153831006,0.024191209,0.254777807,0.297841699,0.089262337,0.134010192,0.046085751,0.178022215,1.04,1.43,4.4,-4.63,-0.84,-2.84,-24.84,-0.3,1.45,2.06,1.34,1.12,0.46,1.68,0,-0.5,0.56,-0.73,-1.17,-0.19,-1.6,-0.95,-1.72,0.33,0.16,0.79,0.44,0.82,1589.67,1840.67,1733.33,16.71,267.71,160.38
Nicolet,NonManaged,NonTrout,2001,285.7520052,9,0.031495842,0.153145338,0.024191209,0.25473151,0.298573663,0.089262337,0.134010192,0.046085751,0.177336547,0.88,1.04,1.43,4.4,6.16,-0.84,-2.84,0.63,0.54,0.47,0.53,0.48,-0.3,1.45,0,2.06,1.34,1.12,0.46,1.68,-0.5,0.56,-0.73,-1.17,-0.19,-1.6,-0.95,-1.72,1643,1589.67,1840.67,70.04,16.71,267.71
Nicolet,NonManaged,NonTrout,2002,285.7520052,22,0.076989836,0.152325392,0.024191209,0.255551456,0.298573663,0.089262337,0.134010192,0.046085751,0.176516601,-3.6,0.88,1.04,1.43,-25.84,6.16,-0.84,2.23,2.57,2.58,2.51,2.98,0.63,0.54,0,0.47,0.53,0.48,-0.3,1.45,2.06,1.34,1.12,0.46,1.68,-0.5,0.56,-0.73,1618.67,1643,1589.67,45.71,70.04,16.71
Nicolet,NonManaged,NonTrout,2003,285.7520052,24,0.083988912,0.152652614,0.023863987,0.255551456,0.298573663,0.089262337,0.134010192,0.046085751,0.176516601,-0.95,-3.6,0.88,1.04,14.16,-25.84,6.16,2.18,1.78,1.55,1.76,1.4,2.23,2.57,0,2.58,2.51,2.98,0.63,0.54,0.47,0.53,0.48,-0.3,1.45,2.06,1.34,1.12,1207,1618.67,1643,-365.96,45.71,70.04
Nicolet,NonManaged,NonTrout,2004,285.7520052,26,0.090987988,0.152652614,0.023863987,0.255551456,0.298573663,0.089262337,0.134010192,0.046085751,0.176516601,-2.42,-0.95,-3.6,0.88,-3.84,14.16,-25.84,3.02,1.56,-0.82,0.9,-0.17,2.18,1.78,0,1.55,1.76,1.4,2.23,2.57,2.58,2.51,2.98,0.63,0.54,0.47,0.53,0.48,2419,1207,1618.67,846.04,-365.96,45.71
Nicolet,NonManaged,NonTrout,2005,285.7520052,23,0.080489374,0.152652614,0.023863987,0.255551456,0.298573663,0.089262337,0.134010192,0.046085751,0.176516601,-2.39,-2.42,-0.95,-3.6,4.16,-3.84,14.16,-0.95,-1.44,-1.81,-1.49,-1.03,3.02,1.56,0,-0.82,0.9,-0.17,2.18,1.78,1.55,1.76,1.4,2.23,2.57,2.58,2.51,2.98,1976.67,2419,1207,403.71,846.04,-365.96
Nicolet,NonManaged,NonTrout,2006,285.7520052,30,0.10498614,0.152652614,0.023863987,0.255683599,0.298441521,0.089262337,0.134010192,0.046085751,0.176516601,-0.52,-2.39,-2.42,-0.95,-19.84,4.16,-3.84,0.86,-0.19,0.66,0.36,0.74,-0.95,-1.44,0,-1.81,-1.49,-1.03,3.02,1.56,-0.82,0.9,-0.17,2.18,1.78,1.55,1.76,1.4,2132,1976.67,2419,559.04,403.71,846.04
Nicolet,NonManaged,NonTrout,2007,285.7520052,24,0.083988912,0.152652614,0.023863987,0.255683599,0.298441521,0.089262337,0.134010192,0.046085751,0.176516601,2.04,-0.52,-2.39,-2.42,-5.84,-19.84,4.16,-1.03,-1.27,-2.26,-1.61,-1.15,0.86,-0.19,0,0.66,0.36,0.74,-0.95,-1.44,-1.81,-1.49,-1.03,3.02,1.56,-0.82,0.9,-0.17,1321,2132,1976.67,-251.96,559.04,403.71
Nicolet,NonManaged,NonTrout,2008,285.7520052,23,0.080489374,0.151877382,0.024002975,0.255856281,0.298905083,0.089262337,0.134010192,0.046085751,0.175880357,-1.76,2.04,-0.52,-2.39,11.16,-5.84,-19.84,1.43,1.48,-1.54,0.26,-1.76,-1.03,-1.27,0,-2.26,-1.61,-1.15,0.86,-0.19,0.66,0.36,0.74,-0.95,-1.44,-1.81,-1.49,-1.03,1555.67,1321,2132,-17.29,-251.96,559.04
Nicolet,NonManaged,NonTrout,2009,285.7520052,17,0.059492146,0.151877382,0.024005994,0.255856281,0.298902065,0.089262337,0.134010192,0.046085751,0.175883376,-0.89,-1.76,2.04,-0.52,25.16,11.16,-5.84,-0.58,-1.52,-2.09,-1.56,-0.88,1.43,1.48,0,-1.54,0.26,-1.76,-1.03,-1.27,-2.26,-1.61,-1.15,0.86,-0.19,0.66,0.36,0.74,1425.67,1555.67,1321,-147.29,-17.29,-251.96
Nicolet,NonManaged,NonTrout,2010,285.7520052,17,0.059492146,0.151877382,0.024005994,0.255856281,0.298902065,0.089262337,0.134010192,0.046085751,0.175883376,2.07,-0.89,-1.76,2.04,-16.84,25.16,11.16,-2.4,2.03,2.79,1.44,3.01,-0.58,-1.52,0,-2.09,-1.56,-0.88,1.43,1.48,-1.54,0.26,-1.76,-1.03,-1.27,-2.26,-1.61,-1.15,1179.33,1425.67,1555.67,-393.62,-147.29,-17.29
Nicolet,NonManaged,NonTrout,2011,285.7520052,16,0.055992608,0.151877382,0.024005994,0.255856281,0.298902065,0.089262337,0.134010192,0.046085751,0.175883376,-1.81,2.07,-0.89,-1.76,-0.84,-16.84,25.16,1.9,1.05,-0.58,0.57,-0.68,-2.4,2.03,0,2.79,1.44,3.01,-0.58,-1.52,-2.09,-1.56,-0.88,1.43,1.48,-1.54,0.26,-1.76,1719,1179.33,1425.67,146.04,-393.62,-147.29
Nicolet,NonManaged,NonTrout,2012,285.7520052,17,0.059492146,0.151942981,0.024005994,0.255856281,0.298836466,0.089262337,0.134010192,0.046085751,0.175948974,2.51,-1.81,2.07,-0.89,-20.84,-0.84,-16.84,-2.09,-1.62,-2,-1.86,-1.03,1.9,1.05,0,-0.58,0.57,-0.68,-2.4,2.03,2.79,1.44,3.01,-0.58,-1.52,-2.09,-1.56,-0.88,1362.33,1719,1179.33,-210.62,146.04,-393.62
Nicolet,NonManaged,NonTrout,2013,285.7520052,14,0.048993532,0.151942981,0.024005994,0.255856281,0.298836466,0.089262337,0.134010192,0.046085751,0.175948974,-0.02,2.51,-1.81,2.07,-4.84,-20.84,-0.84,1.48,1.86,1.99,1.84,1.99,-2.09,-1.62,0,-2,-1.86,-1.03,1.9,1.05,-0.58,0.57,-0.68,-2.4,2.03,2.79,1.44,3.01,1518.33,1362.33,1719,-54.62,-210.62,146.04
Chequamegon,Managed,Trout,1997,164.7716552,36,0.21848418,0.272832526,0.036887165,0.252798641,0.164094816,0.168107741,0.103924617,0.001354494,0.309719691,-4.22,-2.09,-0.79,1.05,1.50,16.67,-3.75,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,0,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,-0.9,-1.01,-0.01,-0.59,0.25,3091.04,2581.43,1031.72,1391.67,882.06,-667.65
Chequamegon,Managed,Trout,1998,164.7716552,36,0.21848418,0.272934033,0.036887165,0.252798641,0.16399331,0.168107741,0.103924617,0.001354494,0.309821198,4.52,-4.22,-2.09,-0.79,-25.10,1.50,16.67,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,0,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,1294.22,3091.04,2581.43,-405.15,1391.67,882.06
Chequamegon,Managed,Trout,1999,164.7716552,36,0.21848418,0.273746775,0.036887165,0.252798641,0.163180567,0.168107741,0.103924617,0.001354494,0.31063394,1.52,4.52,-4.22,-2.09,-5.29,-25.10,1.50,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,0,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,1812.87,1294.22,3091.04,113.5,-405.15,1391.67
Chequamegon,Managed,Trout,2000,167.5066378,23,0.137307992,0.272857835,0.0362306,0.250175761,0.162054645,0.17297897,0.104371806,0.001330385,0.309088434,1.14,1.52,4.52,-4.22,-2.22,-5.29,-25.10,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,1470.29,1812.87,1294.22,-229.08,113.5,-405.15
Chequamegon,Managed,Trout,2001,167.5066378,15,0.08954869,0.272857835,0.0362306,0.250175761,0.162054645,0.17297897,0.104371806,0.001330385,0.309088434,0.74,1.14,1.52,4.52,15.18,-2.22,-5.29,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,2354.66,1470.29,1812.87,655.29,-229.08,113.5
Chequamegon,Managed,Trout,2002,167.5066378,27,0.161187642,0.272857835,0.035542873,0.250175761,0.162742371,0.17297897,0.104371806,0.001330385,0.308400708,-3.25,0.74,1.14,1.52,-13.60,15.18,-2.22,2.61,2.47,3.07,2.74,3.57,3.05,2.11,0,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,2375.54,2354.66,1470.29,676.17,655.29,-229.08
Chequamegon,Managed,Trout,2003,167.5066378,16,0.095518603,0.27270484,0.035542873,0.250328756,0.162742371,0.17297897,0.104371806,0.001330385,0.308247713,-0.1,-3.25,0.74,1.14,13.56,-13.60,15.18,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,0,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,1489.08,2375.54,2354.66,-210.29,676.17,655.29
Chequamegon,Managed,Trout,2004,167.5066378,16,0.095518603,0.274213109,0.035542873,0.250328756,0.161234101,0.17297897,0.104371806,0.001330385,0.309755983,-2.6,-0.1,-3.25,0.74,-8.13,13.56,-13.60,1.84,0.58,0.28,0.71,0.58,1.67,0.54,0,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,1993.72,1489.08,2375.54,294.36,-210.29,676.17
Chequamegon,Managed,Trout,2005,167.5066378,17,0.101488515,0.274213109,0.035542873,0.250328756,0.161234101,0.17297897,0.104371806,0.001330385,0.309755983,-2.56,-2.6,-0.1,-3.25,4.45,-8.13,13.56,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,1699.63,1993.72,1489.08,0.26,294.36,-210.29
Chequamegon,Managed,Trout,2006,167.5066378,17,0.101488515,0.274213109,0.035542873,0.251542984,0.160019872,0.17297897,0.104371806,0.001330385,0.309755983,-0.19,-2.56,-2.6,-0.1,-13.76,4.45,-8.13,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,0,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2054.87,1699.63,1993.72,355.51,0.26,294.36
Chequamegon,Managed,Trout,2007,167.5066378,17,0.101488515,0.274213109,0.035542873,0.251542984,0.160019872,0.17297897,0.104371806,0.001330385,0.309755983,2.16,-0.19,-2.56,-2.6,-3.71,-13.76,4.45,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,0,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1547.77,2054.87,1699.63,-151.6,355.51,0.26
Chequamegon,Managed,Trout,2008,167.5066378,5,0.029849563,0.274213719,0.035542873,0.251542375,0.160019872,0.17297897,0.104371806,0.001330385,0.309756592,-1.83,2.16,-0.19,-2.56,10.17,-3.71,-13.76,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,1,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1243.6,1547.77,2054.87,-455.77,-151.6,355.51
Chequamegon,Managed,Trout,2009,167.5066378,12,0.071638952,0.274213719,0.035542873,0.251542375,0.160019872,0.17297897,0.104371806,0.001330385,0.309756592,0.03,-1.83,2.16,-0.19,19.22,10.17,-3.71,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,0,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,1547.9,1243.6,1547.77,-151.47,-455.77,-151.6
Chequamegon,Managed,Trout,2010,167.5066378,16,0.095518603,0.274213719,0.035542873,0.251542375,0.160019872,0.17297897,0.104371806,0.001330385,0.309756592,1.69,0.03,-1.83,2.16,-5.00,19.22,10.17,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,0,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,1767.1,1547.9,1243.6,67.73,-151.47,-455.77
Chequamegon,Managed,Trout,2011,167.5066378,13,0.077608865,0.274423966,0.035542873,0.251542375,0.159809626,0.17297897,0.104371806,0.001330385,0.309966839,-1.85,1.69,0.03,-1.83,-3.94,-5.00,19.22,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,0,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,1941.05,1767.1,1547.9,241.68,67.73,-151.47
Chequamegon,Managed,Trout,2012,167.5066378,25,0.149247817,0.274423966,0.035542873,0.251542375,0.159809626,0.17297897,0.104371806,0.001330385,0.309966839,1.94,-1.85,1.69,0.03,-26.52,-3.94,-5.00,0.36,-0.09,-2.17,-0.83,-1.95,1.72,1.59,0,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1576.26,1941.05,1767.1,-123.11,241.68,67.73
Chequamegon,Managed,Trout,2013,167.5066378,13,0.077608865,0.274423966,0.035542873,0.251542375,0.159809626,0.17297897,0.104371806,0.001330385,0.309966839,-1.53,1.94,-1.85,1.69,-2.86,-26.52,-3.94,2.93,1.61,-0.55,1.01,-0.36,0.36,-0.09,0,-2.17,-0.83,-1.95,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,1616.47,1576.26,1941.05,-82.9,-123.11,241.68
Chequamegon,NonManaged,Trout,1997,243.3114661,49,0.201387961,0.220526683,0.054601524,0.239854662,0.19498994,0.156290071,0.124829855,0.008907264,0.275128207,-4.22,-2.09,-0.79,1.05,1.50,16.67,-3.75,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,0,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,-0.9,-1.01,-0.01,-0.59,0.25,3091.04,2581.43,1031.72,1391.67,882.06,-667.65
Chequamegon,NonManaged,Trout,1998,243.3114661,60,0.246597503,0.220526683,0.054601524,0.239854662,0.19498994,0.156290071,0.124829855,0.008907264,0.275128207,4.52,-4.22,-2.09,-0.79,-25.10,1.50,16.67,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,0,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,1294.22,3091.04,2581.43,-405.15,1391.67,882.06
Chequamegon,NonManaged,Trout,1999,243.3114661,74,0.30413692,0.221234881,0.054601525,0.239854661,0.194281743,0.156290071,0.124829856,0.008907264,0.275836406,1.52,4.52,-4.22,-2.09,-5.29,-25.10,1.50,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,0,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,1812.87,1294.22,3091.04,113.5,-405.15,1391.67
Chequamegon,NonManaged,Trout,2000,259.9152243,70,0.269318583,0.221928089,0.053036103,0.231848414,0.18935233,0.162733034,0.130931701,0.010170329,0.274964191,1.14,1.52,4.52,-4.22,-2.22,-5.29,-25.10,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,1470.29,1812.87,1294.22,-229.08,113.5,-405.15
Chequamegon,NonManaged,Trout,2001,259.9152243,53,0.203912642,0.221928089,0.053036103,0.231848414,0.18935233,0.162733034,0.130931701,0.010170329,0.274964191,0.74,1.14,1.52,4.52,15.18,-2.22,-5.29,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,2354.66,1470.29,1812.87,655.29,-229.08,113.5
Chequamegon,NonManaged,Trout,2002,264.9338354,62,0.234020694,0.222350463,0.051976934,0.240586009,0.185707856,0.16013618,0.12848388,0.010758678,0.274327397,-3.25,0.74,1.14,1.52,-13.60,15.18,-2.22,2.61,2.47,3.07,2.74,3.57,3.05,2.11,0,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,2375.54,2354.66,1470.29,676.17,655.29,-229.08
Chequamegon,NonManaged,Trout,2003,259.9152243,52,0.200065233,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-0.1,-3.25,0.74,1.14,13.56,-13.60,15.18,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,0,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,1489.08,2375.54,2354.66,-210.29,676.17,655.29
Chequamegon,NonManaged,Trout,2004,259.9152243,61,0.234691908,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-2.6,-0.1,-3.25,0.74,-8.13,13.56,-13.60,1.84,0.58,0.28,0.71,0.58,1.67,0.54,0,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,1993.72,1489.08,2375.54,294.36,-210.29,676.17
Chequamegon,NonManaged,Trout,2005,259.9152243,56,0.215454867,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-2.56,-2.6,-0.1,-3.25,4.45,-8.13,13.56,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,1699.63,1993.72,1489.08,0.26,294.36,-210.29
Chequamegon,NonManaged,Trout,2006,259.9152243,58,0.223149683,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-0.19,-2.56,-2.6,-0.1,-13.76,4.45,-8.13,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,0,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2054.87,1699.63,1993.72,355.51,0.26,294.36
Chequamegon,NonManaged,Trout,2007,264.9338354,56,0.21137353,0.222665436,0.051976934,0.240586009,0.185392883,0.16013618,0.12848388,0.010758678,0.27464237,2.16,-0.19,-2.56,-2.6,-3.71,-13.76,4.45,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,0,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1547.77,2054.87,1699.63,-151.6,355.51,0.26
Chequamegon,NonManaged,Trout,2008,264.9338354,30,0.11323582,0.222665436,0.051976934,0.240586009,0.185392883,0.16013618,0.12848388,0.010758678,0.27464237,-1.83,2.16,-0.19,-2.56,10.17,-3.71,-13.76,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,1,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1243.6,1547.77,2054.87,-455.77,-151.6,355.51
Chequamegon,NonManaged,Trout,2009,259.9152243,52,0.200065233,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,0.03,-1.83,2.16,-0.19,19.22,10.17,-3.71,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,0,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,1547.9,1243.6,1547.77,-151.47,-455.77,-151.6
Chequamegon,NonManaged,Trout,2010,264.9338354,63,0.237795221,0.222665436,0.051976934,0.240586009,0.185392883,0.16013618,0.12848388,0.010758678,0.27464237,1.69,0.03,-1.83,2.16,-5.00,19.22,10.17,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,0,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,1767.1,1547.9,1243.6,67.73,-151.47,-455.77
